Year,State,District,Rice,Wheat,Jowar,Pearl Millet,Maize,Barley,Chickpea,Groundnut,Sesamum,Sugarcane,Cotton
2009,Tamil Nadu,Kanyakumari,-1.0,-1,-1,-1,-1,-1,3490,4371,3838,-1,2544
2010,Tamil Nadu,Kanyakumari,-1.0,-1,1116,1271,1151,-1,3207,3745,5107,2809,2651
2011,Tamil Nadu,Kanyakumari,-1.0,-1,-1,-1,-1,-1,-1,4079,-1,3206,-1
2012,Tamil Nadu,Kanyakumari,-1.0,-1,-1,-1,1200,-1,-1,4535,-1,3848,-1
2013,Tamil Nadu,Kanyakumari,-1.0,-1,-1,-1,-1,-1,-1,4600,-1,4249,-1
2014,Tamil Nadu,Kanyakumari,-1.0,-1,1168,-1,1550,-1,-1,5546,-1,4144,-1
2015,Tamil Nadu,Kanyakumari,-1.0,-1,-1,-1,1688,-1,-1,4527,-1,-1,-1
2003,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Maharashtra,Thane,-1.0,-1,957,-1,-1,-1,-1,-1,-1,-1,-1
2010,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,-1,-1,8628,-1,-1
2014,Maharashtra,Thane,-1.0,-1,-1,-1,1220,-1,3738,-1,11921,-1,-1
2015,Maharashtra,Thane,-1.0,-1,-1,-1,-1,-1,5222,-1,9671,-1,-1
2003,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Maharashtra,Raigad,-1.0,-1,957,-1,-1,-1,-1,-1,-1,-1,-1
2010,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Maharashtra,Raigad,-1.0,-1,-1,-1,-1,-1,5222,3957,9671,-1,-1
2003,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2006,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2009,Maharashtra,Ratnagiri,-1.0,-1,957,-1,-1,-1,-1,-1,-1,-1,-1
2010,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,1423,-1,-1,3913,-1,-1,-1
2015,Maharashtra,Ratnagiri,-1.0,-1,-1,-1,-1,-1,-1,3957,9671,-1,-1
2003,Maharashtra,Nasik,-1.0,685,576,575,422,-1,1340,1254,1700,1130,-1
2004,Maharashtra,Nasik,-1.0,615,450,515,488,-1,1297,1289,1765,-1,-1
2005,Maharashtra,Nasik,-1.0,610,552,584,400,-1,1270,1310,1857,-1,-1
2006,Maharashtra,Nasik,-1.0,815,646,603,550,-1,1380,1390,2280,-1,-1
2007,Maharashtra,Nasik,-1.0,812,716,590,548,-1,1418,1362,2108,-1,-1
2008,Maharashtra,Nasik,-1.0,1136,803,806,-1,-1,1923,2017,4010,-1,-1
2009,Maharashtra,Nasik,-1.0,1275,910,846,808,-1,1939,2189,5480,-1,-1
2010,Maharashtra,Nasik,-1.0,1330,1110,946,913,-1,2060,3089,-1,-1,-1
2011,Maharashtra,Nasik,-1.0,1215,1485,1052,1069,-1,2601,3078,-1,-1,-1
2012,Maharashtra,Nasik,-1.0,1403,1319,1263,1224,-1,3784,4102,-1,-1,-1
2013,Maharashtra,Nasik,-1.0,1715,1364,1458,1317,-1,3155,3555,11660,-1,-1
2014,Maharashtra,Nasik,-1.0,1574,1969,1416,1220,-1,2711,3617,7087,-1,-1
2015,Maharashtra,Nasik,-1.0,1596,1565,1452,1383,-1,4173,4731,6000,-1,-1
2003,Maharashtra,Dhule,-1.0,635,500,554,455,-1,1275,1223,1922,975,-1
2004,Maharashtra,Dhule,-1.0,603,532,569,470,-1,1233,1253,1992,-1,-1
2005,Maharashtra,Dhule,-1.0,654,620,650,431,-1,1303,1263,2005,-1,-1
2006,Maharashtra,Dhule,-1.0,763,615,618,580,-1,1440,1325,2310,-1,-1
2007,Maharashtra,Dhule,-1.0,760,608,600,578,-1,1427,1322,2230,-1,-1
2008,Maharashtra,Dhule,-1.0,1021,839,800,731,-1,1892,1947,4148,-1,-1
2009,Maharashtra,Dhule,-1.0,1139,925,833,791,-1,1921,2076,5343,-1,-1
2010,Maharashtra,Dhule,-1.0,1295,1091,948,874,-1,2157,3029,-1,-1,-1
2011,Maharashtra,Dhule,-1.0,1210,1839,1036,1028,-1,2792,3561,-1,-1,-1
2012,Maharashtra,Dhule,-1.0,1381,1567,1165,1174,-1,4194,4481,-1,-1,-1
2013,Maharashtra,Dhule,-1.0,1701,1429,1343,1194,-1,3418,3714,10893,-1,-1
2014,Maharashtra,Dhule,-1.0,1531,1651,1306,1170,-1,2984,4227,9634,-1,-1
2015,Maharashtra,Dhule,-1.0,1580,1475,1330,1297,-1,4291,4729,5968,-1,-1
2003,Maharashtra,Jalgaon,-1.0,635,511,525,398,-1,1286,1200,1940,1010,-1
2004,Maharashtra,Jalgaon,-1.0,608,533,572,430,-1,1209,1235,2000,-1,-1
2005,Maharashtra,Jalgaon,-1.0,707,531,689,400,-1,1355,1235,1975,-1,-1
2006,Maharashtra,Jalgaon,-1.0,780,616,627,540,-1,1470,1270,2090,-1,-1
2007,Maharashtra,Jalgaon,-1.0,778,613,635,536,-1,1515,1326,2123,-1,-1
2008,Maharashtra,Jalgaon,-1.0,1094,891,800,712,-1,2205,1984,4073,-1,-1
2009,Maharashtra,Jalgaon,-1.0,1191,849,869,785,-1,2117,2183,4679,-1,-1
2010,Maharashtra,Jalgaon,-1.0,1308,981,968,856,-1,2177,2808,-1,-1,-1
2011,Maharashtra,Jalgaon,-1.0,1204,1542,1050,986,-1,2696,3103,-1,-1,-1
2012,Maharashtra,Jalgaon,-1.0,1355,1386,1177,1138,-1,3848,4306,-1,-1,-1
2013,Maharashtra,Jalgaon,-1.0,1600,1293,1402,1234,-1,3010,4059,9050,-1,-1
2014,Maharashtra,Jalgaon,-1.0,1441,1388,1343,1163,-1,2709,3594,10052,-1,-1
2015,Maharashtra,Jalgaon,-1.0,1506,1379,1379,1320,-1,4111,4541,6366,-1,-1
2003,Maharashtra,Ahmednagar,-1.0,826,676,573,491,-1,1300,1304,1950,1091,-1
2004,Maharashtra,Ahmednagar,-1.0,811,598,539,429,-1,1287,1237,1951,-1,-1
2005,Maharashtra,Ahmednagar,-1.0,815,650,675,470,-1,1275,1245,1960,-1,-1
2006,Maharashtra,Ahmednagar,-1.0,869,694,615,552,-1,1595,1390,2330,-1,-1
2007,Maharashtra,Ahmednagar,-1.0,868,692,602,550,-1,1661,1418,1838,-1,-1
2008,Maharashtra,Ahmednagar,-1.0,1095,934,817,727,-1,1985,1672,5225,-1,-1
2009,Maharashtra,Ahmednagar,-1.0,1194,950,870,797,-1,1990,2100,6200,-1,-1
2010,Maharashtra,Ahmednagar,-1.0,1389,1009,943,878,-1,2054,2586,-1,-1,-1
2011,Maharashtra,Ahmednagar,-1.0,1286,2228,1073,1021,-1,2551,2752,-1,-1,-1
2012,Maharashtra,Ahmednagar,-1.0,1461,1890,1238,1193,-1,3597,3312,-1,-1,-1
2013,Maharashtra,Ahmednagar,-1.0,1795,1554,1409,1233,-1,2979,3275,6400,-1,-1
2014,Maharashtra,Ahmednagar,-1.0,1638,1794,1389,1172,-1,2722,2983,12100,-1,-1
2015,Maharashtra,Ahmednagar,-1.0,1718,1687,1460,1321,-1,3970,3265,7785,-1,-1
2003,Maharashtra,Pune,-1.0,909,715,613,576,-1,1400,1267,1970,1064,-1
2004,Maharashtra,Pune,-1.0,875,686,611,515,-1,1362,1378,1945,-1,-1
2005,Maharashtra,Pune,-1.0,773,690,573,420,-1,1358,1385,1953,-1,-1
2006,Maharashtra,Pune,-1.0,840,683,656,575,-1,1490,1410,2050,-1,-1
2007,Maharashtra,Pune,-1.0,837,695,690,572,-1,1632,1363,1650,-1,-1
2008,Maharashtra,Pune,-1.0,1089,943,850,830,-1,2021,1800,4608,-1,-1
2009,Maharashtra,Pune,-1.0,1269,1082,866,862,-1,2032,1933,5324,-1,-1
2010,Maharashtra,Pune,-1.0,1063,1312,1010,966,-1,2157,2025,-1,-1,-1
2011,Maharashtra,Pune,-1.0,1554,2448,1259,1104,-1,2753,2269,-1,-1,-1
2012,Maharashtra,Pune,-1.0,1701,2095,1411,1247,-1,3998,3236,-1,-1,-1
2013,Maharashtra,Pune,-1.0,2158,1836,1567,1295,-1,3006,2230,11540,-1,-1
2014,Maharashtra,Pune,-1.0,1944,2150,1642,1338,-1,2917,2744,10200,-1,-1
2015,Maharashtra,Pune,-1.0,1915,1960,1609,1449,-1,4172,4141,6806,-1,-1
2003,Maharashtra,Satara,-1.0,840,755,589,500,-1,1322,1287,-1,1066,-1
2004,Maharashtra,Satara,-1.0,812,625,500,492,-1,1297,1297,-1,-1,-1
2005,Maharashtra,Satara,-1.0,755,725,695,618,-1,1392,1320,-1,-1,-1
2006,Maharashtra,Satara,-1.0,954,760,642,600,-1,1510,1240,-1,-1,-1
2007,Maharashtra,Satara,-1.0,950,755,792,598,-1,1515,1292,-1,-1,-1
2008,Maharashtra,Satara,-1.0,1113,1014,900,895,-1,2023,1484,4000,-1,-1
2009,Maharashtra,Satara,-1.0,1252,1067,948,871,-1,1959,1524,4250,-1,-1
2010,Maharashtra,Satara,-1.0,1410,1365,961,925,-1,2033,1861,-1,-1,-1
2011,Maharashtra,Satara,-1.0,1352,2470,1166,1082,-1,2497,1935,-1,-1,-1
2012,Maharashtra,Satara,-1.0,1473,2055,1376,1266,-1,3853,2674,-1,-1,-1
2013,Maharashtra,Satara,-1.0,2113,1760,1535,1357,-1,2930,2856,11540,-1,-1
2014,Maharashtra,Satara,-1.0,1769,2015,1515,1322,-1,2850,2883,-1,-1,-1
2015,Maharashtra,Satara,-1.0,1745,2018,1578,1447,-1,4135,2944,7785,-1,-1
2003,Maharashtra,Sangli,-1.0,886,708,627,465,-1,1384,1400,-1,1100,-1
2004,Maharashtra,Sangli,-1.0,823,685,498,425,-1,1363,1355,-1,-1,-1
2005,Maharashtra,Sangli,-1.0,991,750,627,400,-1,1360,1380,-1,-1,-1
2006,Maharashtra,Sangli,-1.0,1060,690,607,525,-1,1480,1460,-1,-1,-1
2007,Maharashtra,Sangli,-1.0,1058,688,657,522,-1,1501,1404,-1,-1,-1
2008,Maharashtra,Sangli,-1.0,1135,896,872,841,-1,1990,1600,4250,-1,-1
2009,Maharashtra,Sangli,-1.0,1216,1016,937,854,-1,2002,1733,4621,-1,-1
2010,Maharashtra,Sangli,-1.0,1875,1316,1034,955,-1,2059,2979,-1,-1,-1
2011,Maharashtra,Sangli,-1.0,1871,2219,1221,1138,-1,2664,2450,-1,-1,-1
2012,Maharashtra,Sangli,-1.0,1898,2007,1295,1318,-1,3941,3000,-1,-1,-1
2013,Maharashtra,Sangli,-1.0,2077,1932,1331,1486,-1,3029,2755,-1,-1,-1
2014,Maharashtra,Sangli,-1.0,2237,2160,1566,1353,-1,3166,2883,-1,-1,-1
2015,Maharashtra,Sangli,-1.0,2625,2217,1666,1495,-1,4297,2862,-1,-1,-1
2003,Maharashtra,Solapur,-1.0,868,700,565,547,-1,1425,1325,1925,959,-1
2004,Maharashtra,Solapur,-1.0,803,673,555,505,-1,1383,1403,1930,-1,-1
2005,Maharashtra,Solapur,-1.0,792,571,655,475,-1,1326,1400,1935,-1,-1
2006,Maharashtra,Solapur,-1.0,825,605,642,520,-1,1540,1440,2370,-1,-1
2007,Maharashtra,Solapur,-1.0,828,602,659,518,-1,1547,1575,2191,-1,-1
2008,Maharashtra,Solapur,-1.0,1119,952,800,773,-1,1928,1920,5500,-1,-1
2009,Maharashtra,Solapur,-1.0,1183,1030,892,855,-1,1889,2260,5590,-1,-1
2010,Maharashtra,Solapur,-1.0,1527,1320,911,917,-1,1949,2951,-1,-1,-1
2011,Maharashtra,Solapur,-1.0,1496,2531,1148,1109,-1,2373,3291,-1,-1,-1
2012,Maharashtra,Solapur,-1.0,1648,1961,1265,1259,-1,3728,4273,-1,-1,-1
2013,Maharashtra,Solapur,-1.0,1975,1648,1531,1253,-1,2882,4160,14967,-1,-1
2014,Maharashtra,Solapur,-1.0,1754,1884,1349,1230,-1,2747,3668,9863,-1,-1
2015,Maharashtra,Solapur,-1.0,1892,1944,1463,1429,-1,4145,4248,9200,-1,-1
2003,Maharashtra,Kolhapur,-1.0,670,828,-1,455,-1,1307,1302,-1,1046,-1
2004,Maharashtra,Kolhapur,-1.0,635,801,-1,435,-1,1303,1272,-1,-1,-1
2005,Maharashtra,Kolhapur,-1.0,613,900,-1,619,-1,1500,1302,-1,-1,-1
2006,Maharashtra,Kolhapur,-1.0,780,1011,-1,600,-1,1730,1340,-1,-1,-1
2007,Maharashtra,Kolhapur,-1.0,778,1010,616,599,-1,1670,1308,-1,-1,-1
2008,Maharashtra,Kolhapur,-1.0,1191,1036,-1,782,-1,2221,1650,4023,-1,-1
2009,Maharashtra,Kolhapur,-1.0,1324,1025,-1,845,-1,2341,1679,4030,-1,-1
2010,Maharashtra,Kolhapur,-1.0,1836,1575,-1,946,-1,2383,2031,-1,-1,-1
2011,Maharashtra,Kolhapur,-1.0,2033,2973,-1,1107,-1,3427,1909,-1,-1,-1
2012,Maharashtra,Kolhapur,-1.0,2080,2529,1465,1134,-1,4628,2880,-1,-1,-1
2013,Maharashtra,Kolhapur,-1.0,2468,2268,1641,1469,-1,3532,2681,-1,-1,-1
2014,Maharashtra,Kolhapur,-1.0,2183,2460,1626,1423,-1,3376,2883,-1,-1,-1
2015,Maharashtra,Kolhapur,-1.0,2679,2761,1989,1666,-1,6178,2813,-1,-1,-1
2003,Maharashtra,Aurangabad,-1.0,685,600,512,498,-1,1418,1265,2012,862,-1
2004,Maharashtra,Aurangabad,-1.0,673,575,507,513,-1,1410,1389,2100,-1,-1
2005,Maharashtra,Aurangabad,-1.0,672,484,400,413,-1,1392,1700,2150,-1,-1
2006,Maharashtra,Aurangabad,-1.0,824,712,529,553,-1,1580,1590,2434,-1,-1
2007,Maharashtra,Aurangabad,-1.0,1012,790,606,552,-1,1571,1511,-1,-1,-1
2008,Maharashtra,Aurangabad,-1.0,1079,979,802,716,-1,2000,1800,5300,-1,-1
2009,Maharashtra,Aurangabad,-1.0,1222,972,855,802,-1,1909,1789,6451,-1,-1
2010,Maharashtra,Aurangabad,-1.0,1366,1162,944,855,-1,1968,2745,-1,-1,-1
2011,Maharashtra,Aurangabad,-1.0,1250,2214,1103,990,-1,2466,2871,-1,-1,-1
2012,Maharashtra,Aurangabad,-1.0,1488,1784,1262,1156,-1,3667,3833,-1,-1,-1
2013,Maharashtra,Aurangabad,-1.0,1814,1488,1387,1215,-1,2960,3891,11626,-1,-1
2014,Maharashtra,Aurangabad,-1.0,1579,1607,1352,1092,-1,2628,2733,-1,-1,-1
2015,Maharashtra,Aurangabad,-1.0,1644,1559,1412,1322,-1,4068,4490,8376,-1,-1
2003,Maharashtra,Parbhani,-1.0,700,538,421,460,-1,1323,1203,2125,870,-1
2004,Maharashtra,Parbhani,-1.0,754,565,460,439,-1,1365,1350,2210,-1,-1
2005,Maharashtra,Parbhani,-1.0,745,358,530,458,-1,1350,1397,2200,-1,-1
2006,Maharashtra,Parbhani,-1.0,752,490,586,600,-1,1510,1330,2360,-1,-1
2007,Maharashtra,Parbhani,-1.0,750,487,675,605,-1,1582,1541,2265,-1,-1
2008,Maharashtra,Parbhani,-1.0,1102,880,730,689,-1,2002,2245,4907,-1,-1
2009,Maharashtra,Parbhani,-1.0,1261,894,832,884,-1,2046,2239,5583,-1,-1
2010,Maharashtra,Parbhani,-1.0,1418,1009,850,906,-1,1876,2599,-1,-1,-1
2011,Maharashtra,Parbhani,-1.0,1364,1973,1165,1000,-1,2327,3030,-1,-1,-1
2012,Maharashtra,Parbhani,-1.0,1388,1548,1198,1000,-1,3490,3932,-1,-1,-1
2013,Maharashtra,Parbhani,-1.0,1606,1413,1252,1201,-1,2843,3790,17000,-1,-1
2014,Maharashtra,Parbhani,-1.0,1450,1301,748,1313,-1,2447,2520,9065,-1,-1
2015,Maharashtra,Parbhani,-1.0,1616,1453,1260,1350,-1,4032,4902,6558,-1,-1
2003,Maharashtra,Beed,-1.0,848,568,550,487,-1,1400,1396,2075,870,-1
2004,Maharashtra,Beed,-1.0,803,544,531,463,-1,1366,1366,2145,-1,-1
2005,Maharashtra,Beed,-1.0,736,612,448,218,-1,1310,1360,2140,-1,-1
2006,Maharashtra,Beed,-1.0,852,614,470,500,-1,1530,1275,2360,-1,-1
2007,Maharashtra,Beed,-1.0,850,680,561,582,-1,1528,1560,2228,-1,-1
2008,Maharashtra,Beed,-1.0,1108,1088,751,703,-1,1933,2015,5800,-1,-1
2009,Maharashtra,Beed,-1.0,1137,1013,867,-1,-1,1832,1984,5790,-1,-1
2010,Maharashtra,Beed,-1.0,1374,1067,883,846,-1,1920,2682,-1,-1,-1
2011,Maharashtra,Beed,-1.0,1263,1979,1130,1046,-1,2452,3041,-1,-1,-1
2012,Maharashtra,Beed,-1.0,1511,1743,1281,1198,-1,3735,3947,-1,-1,-1
2013,Maharashtra,Beed,-1.0,1845,1474,1342,1246,-1,2881,4006,11440,-1,-1
2014,Maharashtra,Beed,-1.0,1552,1845,1466,1256,-1,2479,3179,10327,-1,-1
2015,Maharashtra,Beed,-1.0,1839,1894,1510,1391,-1,4121,4206,6963,-1,-1
2003,Maharashtra,Nanded,-1.0,653,525,457,465,-1,1366,1520,2018,849,-1
2004,Maharashtra,Nanded,-1.0,682,511,467,580,-1,1392,1390,2073,-1,-1
2005,Maharashtra,Nanded,-1.0,686,779,561,575,-1,1300,1383,2070,-1,-1
2006,Maharashtra,Nanded,-1.0,710,559,-1,565,-1,1535,1425,2440,-1,-1
2007,Maharashtra,Nanded,-1.0,820,553,-1,560,-1,1527,1565,2311,-1,-1
2008,Maharashtra,Nanded,-1.0,1180,724,913,820,-1,1988,2500,5166,-1,-1
2009,Maharashtra,Nanded,-1.0,1206,885,970,840,-1,2002,2478,5203,-1,-1
2010,Maharashtra,Nanded,-1.0,1264,815,902,906,-1,1923,2856,-1,-1,-1
2011,Maharashtra,Nanded,-1.0,1141,1071,1053,1045,-1,2338,3401,-1,-1,-1
2012,Maharashtra,Nanded,-1.0,1315,1121,1144,1098,-1,3599,4079,-1,-1,-1
2013,Maharashtra,Nanded,-1.0,1521,1252,1213,1208,-1,2919,3781,9325,-1,-1
2014,Maharashtra,Nanded,-1.0,1491,1357,1339,1611,-1,2589,3233,8961,-1,-1
2015,Maharashtra,Nanded,-1.0,1513,1339,1450,1393,-1,4124,5024,6990,-1,-1
2003,Maharashtra,Osmanabad,-1.0,741,601,526,521,-1,1435,1292,2100,875,-1
2004,Maharashtra,Osmanabad,-1.0,709,580,495,487,-1,1422,1422,2092,-1,-1
2005,Maharashtra,Osmanabad,-1.0,702,425,450,520,-1,1408,1392,2100,-1,-1
2006,Maharashtra,Osmanabad,-1.0,866,619,541,515,-1,1535,1300,2470,-1,-1
2007,Maharashtra,Osmanabad,-1.0,860,615,558,502,-1,1531,1446,2340,-1,-1
2008,Maharashtra,Osmanabad,-1.0,1112,809,720,748,-1,1968,1882,4578,-1,-1
2009,Maharashtra,Osmanabad,-1.0,1298,966,806,802,-1,2072,2023,4953,-1,-1
2010,Maharashtra,Osmanabad,-1.0,1521,1004,800,843,-1,1905,2762,-1,-1,-1
2011,Maharashtra,Osmanabad,-1.0,1326,1754,988,1007,-1,2469,2811,-1,-1,-1
2012,Maharashtra,Osmanabad,-1.0,1599,1497,1122,1162,-1,3704,3836,-1,-1,-1
2013,Maharashtra,Osmanabad,-1.0,2197,1354,1283,1182,-1,2777,3210,11467,-1,-1
2014,Maharashtra,Osmanabad,-1.0,1722,1523,1380,1151,-1,2754,3103,9160,-1,-1
2015,Maharashtra,Osmanabad,-1.0,2199,1855,1474,1397,-1,4200,3094,6983,-1,-1
2003,Maharashtra,Buldhana,-1.0,727,565,425,435,-1,1361,1425,2027,850,-1
2004,Maharashtra,Buldhana,-1.0,785,586,439,469,-1,1383,1383,2063,-1,-1
2005,Maharashtra,Buldhana,-1.0,710,663,400,450,-1,1350,1380,2052,-1,-1
2006,Maharashtra,Buldhana,-1.0,838,555,452,525,-1,1515,1250,2350,-1,-1
2007,Maharashtra,Buldhana,-1.0,835,552,545,518,-1,1510,1461,1546,-1,-1
2008,Maharashtra,Buldhana,-1.0,1180,668,676,660,-1,1951,2213,5146,-1,-1
2009,Maharashtra,Buldhana,-1.0,1196,764,879,830,-1,1901,2337,4921,-1,-1
2010,Maharashtra,Buldhana,-1.0,1296,848,1173,825,-1,1945,2738,-1,-1,-1
2011,Maharashtra,Buldhana,-1.0,1185,1141,919,952,-1,2434,3174,-1,-1,-1
2012,Maharashtra,Buldhana,-1.0,1338,1181,1105,1081,-1,3700,4015,-1,-1,-1
2013,Maharashtra,Buldhana,-1.0,1565,1306,1164,1109,-1,2653,3515,9735,-1,-1
2014,Maharashtra,Buldhana,-1.0,1452,1226,1177,1081,-1,2587,3154,9065,-1,-1
2015,Maharashtra,Buldhana,-1.0,1529,1255,1323,1227,-1,4141,4644,6483,-1,-1
2003,Maharashtra,Akola,-1.0,741,500,456,433,-1,1315,1376,2035,825,-1
2004,Maharashtra,Akola,-1.0,755,530,477,461,-1,1355,-1,2052,-1,-1
2005,Maharashtra,Akola,-1.0,723,311,409,400,-1,1295,-1,2085,-1,-1
2006,Maharashtra,Akola,-1.0,860,559,538,539,-1,1490,1000,2510,-1,-1
2007,Maharashtra,Akola,-1.0,858,557,777,535,-1,1480,1213,1633,-1,-1
2008,Maharashtra,Akola,-1.0,1074,678,780,615,-1,2150,2345,5201,-1,-1
2009,Maharashtra,Akola,-1.0,1190,791,992,861,-1,2267,2210,5402,-1,-1
2010,Maharashtra,Akola,-1.0,1270,800,1205,930,-1,2051,2938,-1,-1,-1
2011,Maharashtra,Akola,-1.0,1192,1041,1408,993,-1,2590,3378,-1,-1,-1
2012,Maharashtra,Akola,-1.0,1342,1134,1490,1234,-1,3885,4268,-1,-1,-1
2013,Maharashtra,Akola,-1.0,1525,1149,1625,1065,-1,2821,3316,10910,-1,-1
2014,Maharashtra,Akola,-1.0,1470,1318,1425,1275,-1,2810,3074,6300,-1,-1
2015,Maharashtra,Akola,-1.0,1510,1324,1574,1304,-1,4269,4644,6274,-1,-1
2003,Maharashtra,Amarawati,-1.0,665,515,435,430,-1,1302,1383,2061,835,-1
2004,Maharashtra,Amarawati,-1.0,683,545,445,495,-1,1338,1372,2100,-1,-1
2005,Maharashtra,Amarawati,-1.0,679,391,550,492,-1,1300,1385,2130,-1,-1
2006,Maharashtra,Amarawati,-1.0,888,577,580,580,-1,1620,1425,2195,-1,-1
2007,Maharashtra,Amarawati,-1.0,882,615,720,575,-1,1515,1504,1860,-1,-1
2008,Maharashtra,Amarawati,-1.0,1082,718,846,759,-1,2050,2055,4830,-1,-1
2009,Maharashtra,Amarawati,-1.0,1193,856,1027,854,-1,2030,2259,5007,-1,-1
2010,Maharashtra,Amarawati,-1.0,1328,855,1094,896,-1,2053,2738,-1,-1,-1
2011,Maharashtra,Amarawati,-1.0,1193,1081,1364,970,-1,2607,3239,-1,-1,-1
2012,Maharashtra,Amarawati,-1.0,1314,1142,1564,1207,-1,3950,4160,-1,-1,-1
2013,Maharashtra,Amarawati,-1.0,1565,1262,1631,1299,-1,2892,3612,8052,-1,-1
2014,Maharashtra,Amarawati,-1.0,1571,1496,1869,1282,-1,2677,3219,8759,-1,-1
2015,Maharashtra,Amarawati,-1.0,1569,1446,1666,1335,-1,4339,4703,8127,-1,-1
2003,Maharashtra,Yeotmal,-1.0,650,535,494,465,-1,1307,1365,2138,852,-1
2004,Maharashtra,Yeotmal,-1.0,669,465,415,470,-1,1360,1360,2172,-1,-1
2005,Maharashtra,Yeotmal,-1.0,625,594,443,400,-1,1325,1355,2163,-1,-1
2006,Maharashtra,Yeotmal,-1.0,760,581,698,400,-1,1480,1430,2510,-1,-1
2007,Maharashtra,Yeotmal,-1.0,755,578,690,395,-1,1468,1538,1735,-1,-1
2008,Maharashtra,Yeotmal,-1.0,1070,674,667,618,-1,2055,2380,4760,-1,-1
2009,Maharashtra,Yeotmal,-1.0,1196,834,1030,870,-1,2116,2403,5398,-1,-1
2010,Maharashtra,Yeotmal,-1.0,1327,839,1089,880,-1,1936,2958,-1,-1,-1
2011,Maharashtra,Yeotmal,-1.0,1185,1030,1254,867,-1,2328,3288,-1,-1,-1
2012,Maharashtra,Yeotmal,-1.0,1324,1105,1572,1207,-1,3413,4156,-1,-1,-1
2013,Maharashtra,Yeotmal,-1.0,1500,1288,1786,1116,-1,2782,3741,13015,-1,-1
2014,Maharashtra,Yeotmal,-1.0,1269,893,1137,1261,-1,2360,2915,5574,-1,-1
2015,Maharashtra,Yeotmal,-1.0,1520,1184,1582,-1,-1,4027,5093,-1,-1,-1
2003,Maharashtra,Wardha,-1.0,665,536,-1,-1,-1,1333,1499,2013,837,-1
2004,Maharashtra,Wardha,-1.0,712,468,-1,-1,-1,1354,1365,2052,-1,-1
2005,Maharashtra,Wardha,-1.0,706,655,-1,-1,-1,1340,1342,2043,-1,-1
2006,Maharashtra,Wardha,-1.0,860,540,-1,600,-1,1420,1310,2150,-1,-1
